ROI Number,Scan,BV/TV,SMI,Mean Tb N,Mean Tb Sp,Std Tb Sp,Min Tb Sp,Max Tb Sp,Mean Tb Th,Std Tb Th,Min Tb Th,Max Tb Th,Coefficient of Variation
2,350108_C0000130_SEG_UNCOMP,0.18706371766008026,0.7378578407215073,0.038097060073599996,19.8813176039,5.9188458734800005,2.0,33.0454216003,6.36742699919,1.7603544645500002,2.0,11.3137083054,0.09635123848274084
3,350108_C0000130_SEG_UNCOMP,0.0719527840315947,1.7233144681650836,0.028642237176700003,30.0974280942,10.2823209393,2.0,57.861904144300006,4.8160458021,1.14015632049,2.0,8.24621105194,0.21407424030423444
4,350108_C0000130_SEG_UNCOMP,0.21661143044008704,0.4758394037406815,0.0458211017373,15.948213031199998,4.09123496037,2.0,28.9136638641,5.87579298534,1.3203031701799999,2.0,10.1980390549,0.07785052387266099
5,350108_C0000130_SEG_UNCOMP,0.1394861458739482,0.8962537841100887,0.0298840528243,28.1149366127,16.8039596202,2.0,74.53858184810001,5.34772676434,1.3043377060299999,2.0,9.7979593277,0.2882465258336233
6,350108_C0000130_SEG_UNCOMP,0.11237375325443044,1.2150144033585313,0.031453254439599995,26.607944468899998,11.2122944546,2.0,54.589374542200005,5.18526796066,1.26901307191,2.0,9.38083171844,0.3997786887334564
1,350201_C0000066_SEG_UNCOMP,0.20254191454840453,0.4379454068259943,0.045954931553600004,16.653137825199998,6.08158793354,2.0,30.659420013400002,5.10731238533,1.19599484275,2.0,8.4852809906,0.19138041732070837
2,350201_C0000066_SEG_UNCOMP,0.24120203252543804,0.2363362050581967,0.054676654107,13.1704376302,4.08422713614,2.0,24.413110733000003,5.11890388739,1.24226218571,2.0,9.38083171844,0.07969731226999616
3,350201_C0000066_SEG_UNCOMP,0.06349283710868225,1.859260223971981,0.031623985925300004,27.116582573000002,7.064327980560001,2.0,42.5205841064,4.504984751319999,1.03444420193,2.0,9.16515159607,0.3135653850151883
4,350201_C0000066_SEG_UNCOMP,0.15110304753040613,0.8115258071311204,0.0437763971048,18.3246334905,5.95041543524,2.0,32.0,4.5187265422300005,1.08345229809,2.0,8.24621105194,0.18231619382092654
5,350201_C0000066_SEG_UNCOMP,0.11953664457217605,1.3261281718734788,0.038069948683300006,21.3569684363,6.92538841482,2.0,37.2558708191,4.9104691250300005,1.13791843292,2.0,8.4852809906,0.17101723490083331
6,350201_C0000066_SEG_UNCOMP,0.23219968053127396,0.3374421952553545,0.05360818517490001,13.536360471400002,4.85958254302,2.0,31.5594673157,5.11750734257,1.52960068623,2.0,11.4891252518,0.13482588091527425
1,350202_C0000070_SEG_UNCOMP,0.2653131170840303,-0.0741586707893397,0.0659296111904,10.2865700149,3.5759544912199996,2.0,24.2487106323,4.88112143576,1.35309395537,2.0,8.94427204132,0.1379792843072665
